word,emotion,color,orientation,sentiment,subjectivity,source
stab,anger,red,active,negative,weak,emolex
stabbing,anger,,,,,extended_emolex
stabile,trust,,,,,extended_emolex
stabilise,surprise,,,,,extended_emolex
stability,trust,,,positive,weak,extended_emolex
stabilize,surprise,,active,positive,weak,extended_emolex
stable,trust,,,positive,weak,emolex
staccato,sadness,,,positive,,emolex
stack,anticipation,,,,,extended_emolex
stack_away,anticipation,,,,,extended_emolex
stacked,anticipation,,,,,extended_emolex
stacks,disgust,,,,,extended_emolex
staff,trust,brown,,,,extended_emolex
stag,anger,brown,,,,extended_emolex
stage,anticipation,,active,,,extended_emolex
stager,trust,,,,,extended_emolex
stagger,surprise,,passive,negative,weak,emolex
staggering,,,,negative,strong,emolex
staggeringly,,,,negative,strong,mpqa
stagnancy,sadness,,,,,extended_emolex
stagnant,sadness,,,negative,weak,emolex
stagnate,disgust,,,negative,strong,extended_emolex
stagnation,sadness,,,negative,strong,extended_emolex
staid,,,,negative,strong,opinion
stain,disgust,,passive,negative,weak,emolex
stainless,,white,,positive,weak,emolex
stains,,,,negative,,opinion
staircase,,brown,,,,colour
stairway,,brown,,,,colour
stake,anger,brown,,negative,weak,extended_emolex
stale,,,,negative,strong,emolex
stalemate,anger,,,negative,strong,emolex
stalinism,anger,,,,,extended_emolex
stalk,fear,,,negative,,emolex
stalker,anger,,,,,extended_emolex
stalking,fear,,,,,extended_emolex
stall,disgust,,,negative,,emolex
stalling,disgust,,,,,extended_emolex
stallion,,,,positive,,emolex
stalls,trust,,,negative,,extended_emolex
stalwart,joy,,,positive,,emolex
stamen,trust,,,,,extended_emolex
stamina,trust,,,positive,,emolex
stammer,fear,,active,negative,strong,extended_emolex
stamp,joy,black,active,,,extended_emolex
stamp_battery,anger,,,,,extended_emolex
stamp_down,anger,,,,,extended_emolex
stamp_out,anger,,,,,extended_emolex
stampede,,,,negative,weak,opinion
stamping_ground,fear,,,,,extended_emolex
stan_laurel,joy,,,,,extended_emolex
stance,,,,,weak,mpqa
stances,,,,,weak,mpqa
stanch,fear,,,,,extended_emolex
stand,anger,,active,positive,weak,extended_emolex
stand_by,trust,,,,,extended_emolex
stand_firm,anger,,,,,extended_emolex
stand_for,anticipation,,,,,extended_emolex
stand_out,anticipation,,,,,extended_emolex
stand_up,anger,,,,,extended_emolex
standard,trust,,,,,extended_emolex
standardize,,grey,active,positive,,inquirer
standing,,,,positive,,emolex
standing_ovation,sadness,,,,,extended_emolex
standoff,anger,,,negative,,emolex
standout,,,,positive,,opinion
stands,,,,,weak,mpqa
standstill,anger,,,negative,strong,emolex
stanford_white,anticipation,,,,,extended_emolex
staple,,,,positive,,inquirer
star,anticipation,,,positive,strong,emolex
star_topology,anticipation,,,,,extended_emolex
starch,,white,,,,colour
stare,,white,,,,colour
stargazer,anticipation,,,,,extended_emolex
staring,anticipation,,,negative,,emolex
stark,trust,grey,,negative,strong,emolex
starkly,,,,negative,strong,opinion
starlight,,,,positive,,emolex
starring,anticipation,,,,,extended_emolex
starry,anticipation,,,positive,,emolex
stars,,,,positive,strong,mpqa
start,anticipation,green,active,,,emolex
start_out,anticipation,,,,,extended_emolex
start_up,anticipation,,,,,extended_emolex
starter,fear,,,,,extended_emolex
starting,anticipation,,,,,extended_emolex
starting_line,anticipation,,,,,extended_emolex
starting_signal,anticipation,,,,,extended_emolex
starting_time,anticipation,,,,,extended_emolex
startle,fear,yellow,passive,negative,strong,emolex
startling,surprise,,,negative,strong,emolex
startlingly,,,,negative,strong,opinion
startup,anticipation,,,,,extended_emolex
starvation,fear,black,,negative,weak,emolex
starve,anticipation,,passive,negative,weak,extended_emolex
starved,anger,grey,,negative,,emolex
starving,fear,,,negative,,emolex
stash_away,anticipation,,,,,extended_emolex
state,anticipation,green,active,,,extended_emolex
state-of-the-art,,,,positive,,opinion
state_of_nature,surprise,,,,,extended_emolex
state_of_war,fear,,,,,extended_emolex
statecraft,anticipation,,,,,extended_emolex
stateless,anger,,,,,extended_emolex
stateliness,trust,,,,,extended_emolex
stately,trust,red,,positive,strong,emolex
statement,trust,black,,positive,,emolex
statements,,,,,weak,mpqa
stateroom,,white,,,,colour
statesman,,blue,,,,colour
statesmanship,anticipation,,,,,extended_emolex
static,trust,white,,negative,weak,extended_emolex
station,,,active,,,inquirer
stationary,,white,passive,negative,,emolex
statistical,trust,,,,,emolex
statuary,,white,,,,colour
statue,,grey,,positive,,emolex
statuesque,,,,positive,strong,opinion
status,,grey,,positive,,emolex
statute_title,trust,,,,,extended_emolex
staunch,fear,,,positive,strong,emolex
staunchly,,,,positive,strong,opinion
staunchness,,,,positive,strong,opinion
stave,,,,negative,,emolex
stave_off,fear,,,,,extended_emolex
stay,anger,,,,,extended_emolex
stay_on,anticipation,,,,,extended_emolex
staying_power,anger,,,,,extended_emolex
stead,,brown,,,,colour
steadfast,trust,,,positive,strong,emolex
steadfastly,,,,positive,strong,opinion
steadfastness,,,,positive,strong,opinion
steadiest,,,,positive,,opinion
steadily,surprise,,,,,extended_emolex
steadiness,trust,,,positive,weak,extended_emolex
steady,surprise,,,positive,weak,emolex
steady_down,trust,,,,,extended_emolex
steal,anger,black,active,negative,weak,emolex
stealer,anger,,,,,extended_emolex
stealing,disgust,black,,negative,weak,emolex
steals,,,,negative,,opinion
stealth,surprise,black,,,,emolex
stealthily,surprise,black,,,,emolex
stealthy,anticipation,,,negative,,emolex
steamboat,,white,,,,colour
steamer,,grey,,,,colour
steamship,,grey,,,,colour
steamy,disgust,red,,,,extended_emolex
steel,,grey,,,,colour
steep,anticipation,,,negative,weak,extended_emolex
steeply,,,,negative,weak,opinion
steer,trust,,active,,,extended_emolex
steerer,surprise,,,,,extended_emolex
steering,trust,,,,,extended_emolex
stellar,anticipation,white,,positive,strong,emolex
stellarly,,,,positive,strong,opinion
stem,fear,green,passive,,,extended_emolex
stemma,fear,,,,,extended_emolex
stench,disgust,,,negative,strong,extended_emolex
step,anger,,active,,,extended_emolex
step_down,anger,,,,,extended_emolex
step_up,anger,,,,,extended_emolex
stereotype,,black,,negative,strong,emolex
stereotyped,,,,negative,,emolex
stereotypical,,,,negative,strong,opinion
stereotypically,,,,negative,strong,opinion
sterile,sadness,white,,negative,,emolex
sterilise,trust,,,,,extended_emolex
sterility,sadness,white,,negative,,emolex
sterilize,trust,,,,,extended_emolex
sterling,anger,,,negative,,emolex
stern,anger,,,negative,strong,emolex
sternutation,disgust,,,,,extended_emolex
stethoscope,,black,,,,colour
stew,anger,,,negative,strong,extended_emolex
steward,trust,,,positive,,emolex
stewing,anticipation,,,,,extended_emolex
stick,anger,brown,active,,,extended_emolex
stick_by,trust,,,,,extended_emolex
stick_out,anger,,,,,extended_emolex
stick_to,trust,,,,,extended_emolex
sticker,anger,,,,,extended_emolex
sticky,disgust,,,negative,weak,emolex
stiff,disgust,,,negative,weak,emolex
stiffen,anger,,,,,extended_emolex
stiffness,anger,,,negative,,emolex
stifle,anger,,active,negative,strong,emolex
stifled,anger,,,negative,,emolex
stifling,anger,red,,negative,strong,extended_emolex
stiflingly,,,,negative,strong,opinion
stigma,anger,,,negative,strong,emolex
stigmatise,anger,,,,,extended_emolex
stigmatize,anger,,,negative,strong,extended_emolex
stiletto,,grey,,,,colour
stiletto_heel,fear,,,,,extended_emolex
still,anticipation,,active,,weak,extended_emolex
still-hunt,anger,,,,,extended_emolex
still_hunt,fear,,,,,extended_emolex
stillbirth,fear,,,,,extended_emolex
stillborn,sadness,black,,negative,,emolex
stillness,fear,,,positive,,emolex
stilt,disgust,,,,,extended_emolex
stilts,,brown,,,,colour
stimulant,,yellow,,,,colour
stimulate,anger,,active,positive,weak,extended_emolex
stimulates,,,,positive,,opinion
stimulating,,,,positive,strong,opinion
stimulation,,purple,active,positive,,inquirer
stimulative,,,,positive,weak,opinion
stimulus,,green,,,,colour
sting,anger,red,active,negative,strong,emolex
stinging,anger,red,,negative,strong,emolex
stingingly,,,,negative,strong,opinion
stingy,anger,,,negative,,emolex
stink,disgust,brown,,negative,strong,emolex
stinker,disgust,,,,,extended_emolex
stinking,disgust,brown,,negative,strong,emolex
stinkpot,disgust,,,,,extended_emolex
stinks,,,,negative,,opinion
stinky,disgust,,,,,extended_emolex
stint,fear,brown,,negative,,emolex
stipulate,trust,,,,,extended_emolex
stir,anger,,,,strong,extended_emolex
stir_up,anger,,,,,extended_emolex
stirring,anticipation,,,positive,strong,extended_emolex
stirringly,,,,positive,strong,opinion
stock,anticipation,green,,,,extended_emolex
stock-still,trust,,,,,extended_emolex
stocks,,,,negative,,emolex
stocky,trust,,,,,extended_emolex
stodgy,,,,negative,strong,opinion
stoker,trust,,,,,extended_emolex
stole,,black,active,negative,weak,opinion
stolen,anger,black,,negative,weak,emolex
stolidity,anger,,,,,extended_emolex
stolon,anticipation,,,,,extended_emolex
stomach,disgust,pink,,,,emolex
stone,anger,grey,active,negative,,emolex
stone-broke,fear,,,,,extended_emolex
stonecutter,fear,,,,,extended_emolex
stoned,,,,negative,,emolex
stony,,grey,,,,colour
stony-broke,fear,,,,,extended_emolex
stood,,,active,positive,weak,mpqa
stooge,,,,negative,strong,opinion
stooges,,,,negative,strong,opinion
stool,anger,brown,,,,extended_emolex
stool_pigeon,anger,,,,,extended_emolex
stoolie,anger,,,,,extended_emolex
stoolpigeon,anger,,,,,extended_emolex
stools,disgust,brown,,negative,,emolex
stoop,fear,,,,,extended_emolex
stop,anger,red,active,,,extended_emolex
stoppage,anticipation,,,negative,,emolex
stopping,,red,,,,colour
storage,anticipation,,,,,extended_emolex
storage_locker,trust,,,,,extended_emolex
store,anticipation,,,positive,,emolex
storehouse,anticipation,,,,,extended_emolex
storekeeper,trust,,,,,extended_emolex
storey,trust,,,,,extended_emolex
storied,anticipation,,,,,extended_emolex
storm,anger,grey,active,negative,weak,emolex
storming,anger,,,,,emolex
stormy,fear,black,,negative,weak,emolex
story,anger,,,,,extended_emolex
stout,joy,,,,,extended_emolex
straggle,anticipation,,active,negative,weak,extended_emolex
straggler,,,,negative,weak,opinion
straight,joy,orange,,positive,weak,extended_emolex
straight-from-the-shoulder,anticipation,,,,,extended_emolex
straight_off,anticipation,,,,,extended_emolex
straight_thrust,surprise,,,,,extended_emolex
straightaway,anticipation,,,,,extended_emolex
straighten,,,,positive,,opinion
straighten_out,anticipation,,,,,extended_emolex
straightforward,trust,white,,positive,strong,emolex
strain,anger,,active,negative,weak,extended_emolex
strained,anger,,,negative,weak,emolex
straining,anger,,,negative,,extended_emolex
strait,fear,blue,,,,extended_emolex
straiten,anger,,,,,extended_emolex
straits,fear,black,,negative,,emolex
strand,fear,,,,,extended_emolex
stranded,fear,,,negative,,emolex
strange,anticipation,,,negative,strong,extended_emolex
strangely,,,,negative,strong,opinion
stranger,fear,black,,negative,strong,emolex
strangest,,,,negative,strong,opinion
strangle,anger,,active,negative,weak,emolex
strangled,anger,,,,,extended_emolex
strangulate,anger,,,,,extended_emolex
strap,anger,brown,,,,extended_emolex
strategian,anticipation,,,,,extended_emolex
strategic,,red,,positive,,emolex
strategist,anticipation,,,positive,,emolex
strategy,,orange,,,,colour
stratum,trust,,,,,extended_emolex
straw,anger,yellow,,,,extended_emolex
straw_man,fear,,,,,extended_emolex
strawman,fear,,,,,extended_emolex
stray,anticipation,grey,,negative,,emolex
streaky,,,,negative,,opinion
stream,disgust,blue,,,,extended_emolex
streamlined,,,,positive,weak,opinion
street_fighter,sadness,,,,,extended_emolex
strength,trust,,,positive,weak,emolex
strengthen,joy,grey,active,positive,,emolex
strengthener,trust,,,,,extended_emolex
strengthening,joy,green,,positive,,emolex
strenuous,,,,negative,weak,opinion
stress,anger,,active,negative,strong,emolex
stressed,fear,,,,,extended_emolex
stresses,,,,negative,,opinion
stressful,,,,negative,strong,opinion
stressfully,,,,negative,strong,opinion
stretch,anticipation,,active,,,extended_emolex
stretch_out,anticipation,,,,,extended_emolex
stretcher,fear,white,,,,emolex
stricken,sadness,,,negative,strong,emolex
strickle,anger,,,,,extended_emolex
strict,,,,negative,strong,opinion
strictly,trust,,,negative,strong,extended_emolex
stride,,blue,,positive,strong,mpqa
strident,anger,,,negative,strong,extended_emolex
stridently,,,,negative,strong,opinion
strides,,,,positive,weak,mpqa
strife,anger,red,active,negative,strong,emolex
strike,anger,red,active,negative,weak,emolex
strike_back,anger,,,,,extended_emolex
strike_down,sadness,,,,,extended_emolex
strikebreaker,disgust,,,,,extended_emolex
striking,anger,,,positive,strong,emolex
strikingly,,,,positive,strong,emolex
string_up,anger,,,,,extended_emolex
stringent,,,,negative,weak,opinion
stringently,,,,negative,weak,opinion
strip,sadness,,active,negative,,emolex
strip_down,anger,,,,,extended_emolex
strip_show,sadness,,,,,extended_emolex
stripe,,black,,negative,,emolex
stripped,anger,black,,negative,,emolex
stripped-down,anger,,,,,extended_emolex
striptease,sadness,,,,,extended_emolex
strive,anticipation,blue,active,,,emolex
striven,,,active,,,inquirer
striver,anger,,,,,extended_emolex
striving,,,,positive,strong,opinion
strobe,,white,,,,colour
stroke,fear,,active,negative,,emolex
stroking,fear,,,,,extended_emolex
strong,,,,positive,weak,opinion
strong-arm,anger,,,,,extended_emolex
strong-armer,anger,,,,,extended_emolex
strong-growing,anger,,,,,extended_emolex
strong_drink,anger,,,,,extended_emolex
strong_point,trust,,,,,extended_emolex
strong_suit,trust,,,,,extended_emolex
stronger,,,,positive,,opinion
stronger-than-expected,,,,,weak,mpqa
strongest,,,,positive,,opinion
strongly,fear,,,positive,,emolex
strove,,,active,,,inquirer
struck,sadness,,active,negative,weak,extended_emolex
structural,trust,,,,,emolex
structure,trust,,active,positive,,emolex
struggle,anger,black,active,negative,strong,emolex
struggled,,,,negative,,opinion
struggles,,,,negative,,opinion
struggling,,,,negative,,opinion
strumpet,anger,,,,,extended_emolex
strung-out,trust,,,,,extended_emolex
strut,,,active,negative,strong,emolex
stub_out,anger,,,,,extended_emolex
stubble,anger,black,,,,extended_emolex
stubborn,,,,negative,strong,opinion
stubbornly,,,,negative,strong,opinion
stubbornness,,,,negative,strong,opinion
stubby,,grey,,,,colour
stuck,,,,negative,,opinion
stud,,,,positive,,emolex
studded,,grey,,,,colour
studious,,,,positive,strong,mpqa
studiously,,,,positive,strong,mpqa
study,anticipation,,active,positive,,emolex
stuff,anger,,active,,,extended_emolex
stuffed,,,,,weak,mpqa
stuffiness,joy,,,,,extended_emolex
stuffy,,,,negative,strong,emolex
stultification,disgust,,,,,extended_emolex
stultify,fear,,,,,extended_emolex
stumble,anger,brown,passive,negative,weak,emolex
stumblebum,surprise,,,,,extended_emolex
stumbled,,,,negative,,opinion
stumbler,anger,,,,,extended_emolex
stumbles,,,,negative,,opinion
stump,,brown,,negative,weak,opinion
stumped,,,,negative,,opinion
stumps,,,,negative,,opinion
stun,fear,,,negative,weak,extended_emolex
stunned,fear,yellow,,negative,strong,emolex
stunner,anticipation,,,,,extended_emolex
stunning,joy,,,positive,strong,extended_emolex
stunningly,,,,positive,strong,opinion
stunt,,,,negative,weak,opinion
stunted,,,,negative,weak,emolex
stupefied,fear,,,,,extended_emolex
stupefy,anger,,,,weak,extended_emolex
stupendous,,yellow,,positive,strong,opinion
stupendously,,,,positive,strong,opinion
stupid,fear,,,negative,strong,emolex
stupidest,,,,negative,,opinion
stupidity,,orange,,negative,strong,emolex
stupidly,,,,negative,strong,opinion
stupified,,,,negative,strong,opinion
stupify,,,,negative,strong,opinion
stupor,anger,,,negative,strong,emolex
sturdier,,,,positive,,opinion
sturdy,joy,brown,,positive,weak,emolex
sturgeon,,grey,,,,colour
sturm_und_drang,anger,,,,,extended_emolex
stutter,fear,brown,,negative,,extended_emolex
stuttered,,,,negative,,opinion
stuttering,,,,negative,,opinion
stutters,,,,negative,,opinion
sty,disgust,brown,,negative,strong,emolex
stye,disgust,,,,,extended_emolex
style,trust,,,,,extended_emolex
stylish,,,,positive,strong,opinion
stylishly,,,,positive,strong,opinion
stylized,,,,positive,,opinion
stymie,anger,,,,,extended_emolex
stymied,,,,negative,,opinion
stymy,anger,,,,,extended_emolex
suave,disgust,,,positive,strong,extended_emolex
suavely,,,,positive,,opinion
sub,anger,,,,,extended_emolex
sub-par,,,,negative,,opinion
subaltern,sadness,,,,,extended_emolex
subconscious,,white,,,,colour
subcutaneous,,pink,,,,colour
subdue,anger,blue,active,negative,,emolex
subdued,sadness,,,negative,weak,extended_emolex
subgenus_pastor,joy,,,,,extended_emolex
subito,surprise,,,,,emolex
subject,anticipation,red,,negative,,emolex
subject_area,fear,,,,,extended_emolex
subject_field,fear,,,,,extended_emolex
subject_matter,joy,,,,,extended_emolex
subjected,sadness,,,negative,weak,emolex
subjection,anger,grey,,negative,weak,emolex
subjugate,fear,,passive,negative,strong,extended_emolex
subjugation,anger,black,,negative,strong,emolex
sublimate,joy,,,,,extended_emolex
sublimation,joy,,,positive,,emolex
sublime,joy,,,positive,strong,extended_emolex
submarine,anger,,,,,extended_emolex
submarine_sandwich,anger,,,,,extended_emolex
submerge,fear,,,,,extended_emolex
submerged,,blue,,,,colour
submission,trust,,,,,extended_emolex
submissive,,,,negative,weak,opinion
submit,anticipation,,passive,,,emolex
subordinate,fear,brown,passive,negative,weak,emolex
subordinate_word,fear,,,,,extended_emolex
subordination,anger,,,,,extended_emolex
subpoena,,,,negative,,emolex
subpoenas,,,,negative,,opinion
subprogram,fear,,,,,extended_emolex
subroutine,fear,,,,,extended_emolex
subscribe,anticipation,,active,positive,weak,emolex
subscribe_to,anticipation,,,,,extended_emolex
subscriber,trust,,,,,extended_emolex
subscriber_line,fear,,,,,extended_emolex
subscript,sadness,,,,,extended_emolex
subscription,,,,positive,,inquirer
subsequence,anticipation,,,,,extended_emolex
subservience,,,,negative,strong,opinion
subservient,,,,negative,strong,opinion
subside,anticipation,,active,negative,weak,extended_emolex
subsidence,sadness,,,negative,,emolex
subsidiary,fear,,,,,extended_emolex
subsiding,sadness,,,,,extended_emolex
subsidisation,anticipation,,,,,extended_emolex
subsidization,anticipation,,,,,extended_emolex
subsidize,,green,active,positive,,opinion
subsidized,,,,positive,,opinion
subsidizes,,,,positive,,opinion
subsidizing,,,,positive,,opinion
subsidy,anger,green,,negative,,emolex
subsist,,,active,negative,,emolex
subsistence,,white,,positive,,inquirer
subsoil,,brown,,,,colour
substance,joy,,,positive,,emolex
substandard,sadness,,,negative,weak,extended_emolex
substantial,trust,,,positive,weak,extended_emolex
substantially,,,,positive,weak,mpqa
substantiate,trust,,active,positive,,emolex
substantiating,trust,,,,,extended_emolex
substantiation,trust,,,,,extended_emolex
substantiative,trust,,,,,extended_emolex
substantive,,,,positive,weak,emolex
substitute,trust,grey,,,,extended_emolex
substitution,trust,,,,,extended_emolex
substructure,trust,grey,,,,extended_emolex
subterranean,,brown,,,,colour
subtle,anger,,,positive,weak,extended_emolex
subtlety,,grey,,,,colour
subtract,,,active,negative,weak,emolex
suburbs,,green,,,,colour
subvent,trust,,,,,extended_emolex
subvention,trust,,,,,extended_emolex
subversion,anger,black,,negative,weak,emolex
subversive,anger,,,negative,weak,emolex
subversive_activity,anger,,,,,extended_emolex
subversively,,,,negative,weak,opinion
subversiveness,anger,,,,,extended_emolex
subvert,disgust,,active,negative,weak,emolex
subverter,anger,,,,,extended_emolex
succeed,anticipation,blue,,positive,weak,emolex
succeeded,,,,positive,,opinion
succeeder,anticipation,,,,,extended_emolex
succeeding,anticipation,,,positive,,emolex
succeeds,,,,positive,,opinion
succes,,,,positive,,opinion
success,anticipation,white,,positive,weak,emolex
successes,,,,positive,,opinion
successful,anticipation,,,positive,weak,emolex
successfully,,,,positive,weak,opinion
successive,anticipation,green,,,,extended_emolex
successor,,white,,,,colour
succinct,trust,,,positive,,emolex
succulent,disgust,red,,negative,,emolex
succumb,,,passive,negative,strong,emolex
such,,,,,weak,mpqa
suck,trust,,,negative,,emolex
sucked,,,,negative,,opinion
sucker,anger,,,negative,strong,emolex
sucking,,pink,,,,colour
sucking_louse,disgust,,,,,extended_emolex
suckle,trust,,,,,extended_emolex
sucks,,,,negative,,opinion
sucky,,,,negative,,opinion
sudanese_pound,anger,,,,,extended_emolex
sudate,fear,,,,,extended_emolex
sudation,disgust,,,,,extended_emolex
sudden,surprise,,,,,emolex
suddenly,surprise,,,,,emolex
sudor,disgust,,,,,extended_emolex
sue,anger,,,negative,,emolex
sued,,,,negative,,opinion
sueing,,,,negative,,opinion
sues,,,,negative,,opinion
suffer,anger,,passive,negative,weak,emolex
suffered,,,,negative,,opinion
sufferer,fear,,passive,negative,strong,emolex
sufferers,,,,negative,strong,opinion
suffering,disgust,grey,,negative,strong,emolex
suffers,,,,negative,,opinion
suffice,trust,,,positive,weak,extended_emolex
sufficed,,,,positive,,opinion
suffices,,,,positive,,opinion
sufficiency,,,,positive,,emolex
sufficient,,,,positive,weak,opinion
sufficiently,,,,positive,weak,opinion
suffocate,anger,,passive,negative,strong,extended_emolex
suffocating,disgust,,,negative,,emolex
suffocation,anger,black,,negative,,emolex
suffocative,disgust,,,,,extended_emolex
suffrage,anger,,,,,extended_emolex
sugar,,white,,positive,,emolex
sugar-coat,,,,negative,strong,opinion
sugar-coated,,,,negative,strong,opinion
sugarcoated,,,,negative,strong,opinion
sugared,anticipation,,,,,extended_emolex
sugariness,anticipation,,,,,extended_emolex
suggest,trust,grey,passive,positive,weak,emolex
suggestions,,,,positive,weak,mpqa
suicidal,anger,black,,negative,weak,emolex
suicide,anger,black,,negative,weak,emolex
suit,anger,,,positive,weak,extended_emolex
suitable,trust,,,positive,weak,emolex
suite,,grey,,,,colour
sulk,,,,negative,strong,opinion
sulky,sadness,,,,,extended_emolex
sullen,anger,grey,,negative,strong,emolex
sully,anger,,,negative,strong,extended_emolex
sultan,fear,,,,,emolex
sultanate_of_oman,anticipation,,,,,extended_emolex
sultry,anticipation,,,positive,,emolex
sum,joy,green,active,,,extended_emolex
summarize,,,active,,,inquirer
summary,trust,,,,,extended_emolex
summit,anticipation,white,,positive,,extended_emolex
summon,trust,black,active,,,extended_emolex
summons,,,,negative,,emolex
sump,disgust,brown,,,,emolex
sumptuosity,joy,,,,,extended_emolex
sumptuous,anticipation,purple,,positive,strong,extended_emolex
sumptuously,,,,positive,strong,opinion
sumptuousness,joy,,,positive,strong,extended_emolex
sun,anticipation,yellow,,positive,,emolex
sunbathe,anticipation,,,,,extended_emolex
sunburn,disgust,,,,,extended_emolex
sunday,anticipation,,,,,extended_emolex
sunder,,,active,negative,strong,opinion
sundial,anticipation,,,,,emolex
sundown,anticipation,,,,,extended_emolex
sung,,,active,,,inquirer
sunk,disgust,,passive,negative,,emolex
sunken,,,passive,negative,,opinion
sunless,sadness,black,,,,extended_emolex
sunlight,anticipation,yellow,,,,extended_emolex
sunniness,anticipation,,,,,extended_emolex
sunny,anticipation,yellow,,positive,weak,emolex
sunrise,anticipation,,,,,extended_emolex
sunset,anticipation,,,positive,,emolex
sunshine,joy,yellow,,positive,,emolex
sunup,anticipation,,,,,extended_emolex
super,,,,positive,strong,opinion
super_acid,joy,,,,,extended_emolex
super_c,joy,,,,,extended_emolex
superb,anticipation,blue,,positive,strong,emolex
superbia,joy,,,,,extended_emolex
superbly,joy,,,positive,strong,extended_emolex
supercharge,anticipation,,,,,extended_emolex
supercilious,anger,,,,,extended_emolex
superciliousness,anger,,,,,extended_emolex
superficial,,,,negative,strong,emolex
superficiality,,,,negative,strong,opinion
superficially,,,,negative,strong,opinion
superfluity,fear,,,,,extended_emolex
superfluous,anger,,,negative,strong,emolex
superhuman,,,,positive,,emolex
superintend,trust,,,,,extended_emolex
superior,joy,white,,positive,weak,emolex
superior_general,trust,,,,,extended_emolex
superiority,anticipation,,,positive,strong,emolex
superlative,anger,,,positive,strong,extended_emolex
superman,joy,blue,,positive,,emolex
supernal,anticipation,,,,,extended_emolex
supernatural,disgust,white,,,,extended_emolex
superposition,,white,,,,colour
superstar,joy,,,positive,,emolex
superstition,fear,,,negative,strong,emolex
superstitious,anticipation,,,negative,strong,emolex
superstitious_notion,fear,,,,,extended_emolex
supervise,trust,,,,,extended_emolex
supple,,pink,,positive,,opinion
supplemental,,orange,,,,colour
supplication,trust,,,positive,,emolex
supplies,,,,positive,,emolex
supply,anticipation,green,active,positive,,emolex
supply_ship,joy,,,,,extended_emolex
support,anger,,active,positive,strong,extended_emolex
supported,,,,positive,,emolex
supporter,joy,,,positive,strong,emolex
supporting,trust,,,positive,,emolex
supporting_players,trust,,,,,extended_emolex
supportive,,,,positive,strong,opinion
supports,,,,positive,,opinion
suppose,anticipation,,passive,,strong,extended_emolex
supposed,,,,negative,weak,mpqa
supposing,,,,,strong,mpqa
supposition,anticipation,,,,,extended_emolex
suppress,anger,black,active,negative,weak,emolex
suppressed,anger,,,,,extended_emolex
suppression,anger,black,active,negative,weak,emolex
suppuration,disgust,,,,,extended_emolex
supremacy,anger,,,negative,strong,emolex
supreme,trust,purple,,positive,strong,emolex
supreme_authority,trust,,,,,extended_emolex
supreme_being,anticipation,,,,,extended_emolex
supremely,,,,positive,strong,emolex
supurb,,,,positive,strong,opinion
supurbly,,,,positive,strong,opinion
sura,joy,,,,,extended_emolex
surcharge,anger,,,negative,,emolex
sure,,,,positive,strong,mpqa
sure-enough,sadness,,,,,extended_emolex
sure-footed,joy,,,,,extended_emolex
surefooted,joy,,,,,extended_emolex
surely,,,,positive,strong,mpqa
sureness,fear,,,,,extended_emolex
surety,trust,green,,positive,,emolex
surf,,blue,,,,colour
surface,anticipation,brown,,,,extended_emolex
surfeit,disgust,,,,,extended_emolex
surge,surprise,red,,positive,strong,emolex
surgery,fear,white,,,,emolex
surgical_operation,fear,,,,,extended_emolex
surgical_procedure,fear,,,,,extended_emolex
surgical_process,fear,,,,,extended_emolex
surging,,,,positive,strong,mpqa
surliness,anger,,,,,extended_emolex
surly,anger,,,negative,,emolex
surmisal,anticipation,,,,,extended_emolex
surmise,anticipation,,active,positive,strong,emolex
surmount,anticipation,,active,positive,strong,extended_emolex
surpass,anticipation,,active,positive,strong,extended_emolex
surpassing,,,,positive,,emolex
surplus,,grey,,,,colour
surprisal,fear,,,,,extended_emolex
surprise,fear,yellow,active,positive,strong,emolex
surprised,surprise,pink,,,,emolex
surprising,surprise,,,,strong,emolex
surprisingly,anticipation,orange,,,strong,emolex
surreal,,,,positive,,opinion
surrender,fear,white,passive,negative,weak,emolex
surrendering,sadness,,,negative,,emolex
surreptitious,anger,,,,,extended_emolex
surrogate,trust,,,,,emolex
surround,anticipation,,active,negative,,emolex
surroundings,anticipation,green,,,,extended_emolex
surveillance,fear,,active,,,emolex
survey,,grey,active,,,inquirer
surveying,,,,positive,,emolex
survival,,,,positive,weak,opinion
survive,,purple,,positive,weak,emolex
survivor,,,,positive,weak,opinion
sus_scrofa,disgust,,,,,extended_emolex
susceptible,,,,negative,weak,emolex
suspect,fear,,,negative,weak,emolex
suspend,,,active,,,inquirer
suspense,anticipation,grey,,,,emolex
suspension,fear,black,,negative,,emolex
suspension_system,fear,,,,,extended_emolex
suspensor,joy,,,,,extended_emolex
suspicion,fear,grey,,negative,weak,emolex
suspicions,,,,negative,strong,opinion
suspicious,anger,black,,negative,strong,emolex
suspiciously,,,,negative,strong,opinion
suspiciousness,fear,,,,,extended_emolex
sustain,anger,,active,,,extended_emolex
sustainability,,,,positive,weak,opinion
sustainable,,,,positive,weak,opinion
sustained,,,,positive,weak,mpqa
sustainment,trust,,,,,extended_emolex
sustenance,trust,,,,,extended_emolex
sustentation,trust,,,,,extended_emolex
swab,,white,,negative,,emolex
swag,anger,,,,,extended_emolex
swage,anger,,,,,extended_emolex
swagger,anger,,,negative,strong,extended_emolex
swaggering,anger,,,,,extended_emolex
swain,trust,,,,,extended_emolex
swallow,anticipation,white,,,,extended_emolex
swallow_up,anticipation,,,,,extended_emolex
